f1-score,recall,precision,kappa,last_f1-score,last_recall,last_precision,last_kappa,f1-score_pred_0_with_drift,f1-score_pred_0_without_drift,recall_pred_0_with_drift,recall_pred_0_without_drift,precision_pred_0_with_drift,precision_pred_0_without_drift,kappa_pred_0_with_drift,kappa_pred_0_without_drift
0.06,0.06,0.06,0.0179177767330093,0.07,0.07,0.07,0.0294048581939625,0.0954827901748933,0.08393456033274006,0.09532796825259818,0.08508912351543114,0.09519462977951276,0.08709563858443345,0.056523945998235854,0.04443643032846267
0.055,0.055,0.055,0.0150093808630393,0.065,0.065,0.065,0.0225033323750033,0.09928152535283241,0.08562365262828298,0.10225953333024711,0.0841392611621379,0.10180707480190969,0.08726640277550995,0.06178087896932984,0.04445435636307223
0.055,0.055,0.055,0.0147526455715999,0.06,0.06,0.06,0.0202975585606712,0.12088595278410116,0.11571398244986603,0.12431402208207284,0.11178403309973423,0.1243374887151273,0.11532715498204903,0.08673770460673107,0.0745792422025844
0.065,0.065,0.065,0.0240847532813193,0.06,0.06,0.06,0.020067761271827,0.11766994091603836,0.12658409913035865,0.12008865720146074,0.12299661727641502,0.11920015346903573,0.12788454626634646,0.08417063980078726,0.08579184679931166
0.065,0.065,0.065,0.0234476996187791,0.065,0.065,0.065,0.0240592870935755,0.12749148256851567,0.12583479028115815,0.12936567842746458,0.1288979779099312,0.1260775248993826,0.12723787183137134,0.0906078931065445,0.08883232947514054
0.05,0.05,0.05,0.0097203763062571,0.06,0.06,0.06,0.0178408170728521,0.1201249470914321,0.12549497429782722,0.12180801385346124,0.12844440419575207,0.12155082437389757,0.12667819520264006,0.08388523806041769,0.0884106067027411
0.05,0.05,0.05,0.0096429502215273,0.045,0.045,0.045,0.004664008963235,0.12326566149848195,0.126300040536872,0.12258178137378295,0.12700396615523724,0.12297397615828248,0.1280942888920954,0.08271938414000374,0.08800456371853244
0.06,0.06,0.06,0.0189683512928222,0.04,0.04,0.04,-0.0009122898475173,0.13014296361743308,0.15789293960010667,0.13218325517376567,0.15589210089120192,0.1299628335898223,0.1600250413726742,0.09355410355852957,0.11914538423035512
0.065,0.065,0.065,0.0233966993941926,0.055,0.055,0.055,0.013621418506341,0.12801115455957635,0.15165768933710283,0.12799420882518364,0.1508170433183232,0.12920103007633815,0.15357292675651105,0.09073224028661915,0.1141827363871636
0.06,0.06,0.06,0.0199145031800646,0.065,0.065,0.065,0.0232436667537215,0.13472164202262807,0.15560468118552812,0.13578322009743737,0.15409895735872495,0.13487034961974506,0.15690240330055089,0.09673967893001229,0.11601750798295345
0.055,0.055,0.055,0.0145728512213562,0.06,0.06,0.06,0.0205017323573084,0.14846458509419141,0.15486760441008762,0.15158582925490363,0.15370496663554453,0.14969437140766828,0.1553853591048149,0.10984669590041883,0.11589944643968679
0.055,0.055,0.055,0.0137243646610655,0.06,0.06,0.06,0.0198123044838374,0.11635836654941036,0.15290153785329452,0.11742355520968009,0.15030992349549163,0.11716886293925104,0.15336839368473484,0.08014155496715952,0.11397326179120484
0.065,0.065,0.065,0.0231416183461318,0.06,0.06,0.06,0.0190451343595097,0.10144698679059681,0.1103880046754575,0.10328569135066434,0.10895484580913466,0.10200146616426653,0.11132396202737353,0.06478339480790708,0.07002566878265763
0.06,0.06,0.06,0.0198634064960117,0.065,0.065,0.065,0.0234222001723373,0.12223908292437209,0.14443904049893092,0.12255625940993496,0.1387180977817724,0.12265361278995691,0.1454247975251598,0.08482313357754794,0.10396912357274626
0.06,0.06,0.06,0.019607843137255,0.055,0.055,0.055,0.0151633578239798,0.14328681305460667,0.1223937128871462,0.14306754155379567,0.11870869274943686,0.14361645164139542,0.12245122415760146,0.10651461323700884,0.08108513111019185
0.06,0.06,0.06,0.019070726044194,0.06,0.06,0.06,0.0198634064960117,0.1331119407350774,0.12198820739383026,0.13242388952893397,0.11690286121440413,0.13065865770303825,0.1208968556738564,0.09507994498228964,0.08056261292324965
0.065,0.065,0.065,0.0234731977336223,0.065,0.065,0.065,0.0240592870935754,0.10794174018094928,0.12008559975328058,0.1078481977524727,0.11561349531865908,0.10579075157447634,0.11881827237882672,0.07318916874164007,0.07941879695257886
0.055,0.055,0.055,0.0147783251231525,0.06,0.06,0.06,0.0179177767330093,0.10816359967069517,0.08638068754817158,0.10591060224440443,0.08582195887209652,0.1035598555672985,0.0835388604401539,0.07412940342150018,0.04544122165516062
0.055,0.055,0.055,0.014290184625013,0.055,0.055,0.055,0.0150093808630393,0.11227242851964853,0.11603189632953186,0.11359998690149498,0.11428988789945642,0.10979051379735284,0.11465142551434206,0.07678197965644028,0.07688172662640484
0.06,0.06,0.06,0.0193521464712326,0.055,0.055,0.055,0.0147526455715999,0.12967600808622928,0.12144042134934256,0.128481961269206,0.11841159128823854,0.12649742628343083,0.11907173341191571,0.09109540277062636,0.08186913768571533
0.075,0.075,0.075,0.0340434419381786,0.065,0.065,0.065,0.0240847532813193,0.12208937570226959,0.11525327130496488,0.12047027212108348,0.11417356975362299,0.11892735640684521,0.11394069823233027,0.08658099374624212,0.07592630366440502
