<<<<<<< HEAD
recall,f1-score,kappa,precision,last_recall,last_f1-score,last_kappa,last_precision,recall_pred_0_with_drift,recall_pred_0_without_drift,f1-score_pred_0_with_drift,f1-score_pred_0_without_drift,kappa_pred_0_with_drift,kappa_pred_0_without_drift,precision_pred_0_with_drift,precision_pred_0_without_drift
0.8805970149253731,0.874074074074074,0.6125797629899727,0.8676470588235294,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8947368421052632,0.84472049689441,0.2138364779874213,0.8,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.8488372093023255,0.0531682447195921,0.7373737373737373,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.8505747126436781,0.0,0.74,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.7577639751552795,0.0,0.61,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.684931506849315,0.0799999999999999,0.5208333333333334,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.6382978723404256,0.0659340659340658,0.46875,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.556390977443609,0.0477727566171722,0.3854166666666667,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.6758620689655173,0.0769835035349568,0.5104166666666666,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.653061224489796,0.018475750577367,0.4848484848484848,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.7058823529411764,0.2236024844720496,0.5454545454545454,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96,0.7384615384615384,0.3199999999999999,0.6,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9166666666666666,0.7457627118644068,0.4094488188976377,0.6285714285714286,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9016393442622952,0.88,0.6803069053708439,0.859375,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9333333333333332,0.8615384615384616,0.6086956521739131,0.8,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.967741935483871,0.8391608391608392,0.4595864661654135,0.7407407407407407,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.7401574803149606,0.3629343629343629,0.5875,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.7972027972027972,0.3549822064056939,0.6627906976744186,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.704225352112676,0.16,0.5434782608695652,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.7346938775510204,0.1623711340206186,0.5806451612903226,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.7445255474452555,0.2897727272727273,0.5930232558139535,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.8405797101449275,0.5132743362831859,0.725,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.8412698412698413,0.5886466474701769,0.726027397260274,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9615384615384616,0.8130081300813008,0.5321399511798209,0.704225352112676,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9318181818181818,0.780952380952381,0.5518316445830085,0.6721311475409836,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8571428571428571,0.7578947368421052,0.5443740095087163,0.6792452830188679,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8823529411764706,0.8910891089108911,0.78,0.9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.921875,0.944,0.8508098891730606,0.9672131147540984,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9746835443037974,0.980891719745223,0.9111374407582938,0.9871794871794872,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.9846153846153848,0.3902439024390244,0.9696969696969696,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.9787234042553192,0.647887323943662,0.9583333333333334,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.9565217391304348,0.8603351955307262,0.9166666666666666,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9491525423728814,0.9105691056910568,0.7683235046335299,0.875,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8444444444444444,0.8172043010752689,0.6586345381526104,0.7916666666666666,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6792452830188679,0.7346938775510203,0.4831013916500993,0.8,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6984126984126984,0.7787610619469026,0.5,0.88,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7702702702702703,0.8636363636363636,0.610051993067591,0.9827586206896552,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8783783783783784,0.902777777777778,0.6534653465346534,0.9285714285714286,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
